date,ipca_index,ipca_pct
2015-09-03,1.3605885682200591,0.54
2015-09-04,1.3609375373465002,0.54
2015-09-08,1.3612865959779201,0.54
2015-09-09,1.3616357441372757,0.54
2015-09-10,1.3619849818475296,0.54
2015-09-11,1.3623343091316495,0.54
2015-09-14,1.3626837260126103,0.54
2015-09-15,1.363033232513392,0.54
2015-09-16,1.3633828286569805,0.54
2015-09-17,1.363732514466368,0.54
2015-09-18,1.364082289964552,0.54
2015-09-21,1.3644321551745362,0.54
2015-09-22,1.3647821101193307,0.54
2015-09-23,1.3651321548219508,0.54
2015-09-24,1.3654822893054177,0.54
2015-09-25,1.3658325135927591,0.54
2015-09-28,1.3661828277070083,0.54
2015-09-29,1.366533231671204,0.54
2015-09-30,1.3668837255083914,0.54
2015-10-01,1.3674153880030997,0.82
2015-10-02,1.3679472572930187,0.82
2015-10-05,1.3684793334585834,0.82
2015-10-06,1.3690116165802606,0.82
2015-10-07,1.3695441067385472,0.82
2015-10-08,1.3700768040139724,0.82
2015-10-09,1.3706097084870963,0.82
2015-10-13,1.3711428202385105,0.82
2015-10-14,1.371676139348838,0.82
2015-10-15,1.3722096658987326,0.82
2015-10-16,1.3727433999688805,0.82
2015-10-19,1.3732773416399982,0.82
2015-10-20,1.3738114909928343,0.82
2015-10-21,1.3743458481081685,0.82
2015-10-22,1.3748804130668122,0.82
2015-10-23,1.3754151859496078,0.82
2015-10-26,1.3759501668374294,0.82
2015-10-27,1.3764853558111827,0.82
2015-10-28,1.3770207529518046,0.82
2015-10-29,1.3775563583402635,0.82
2015-10-30,1.3780921720575596,0.82
2015-11-03,1.3787847916058187,1.01
2015-11-04,1.379477759259849,1.01
2015-11-05,1.3801710751946064,1.01
2015-11-06,1.3808647395851341,1.01
2015-11-09,1.3815587526065638,1.01
2015-11-10,1.3822531144341146,1.01
2015-11-11,1.3829478252430945,1.01
2015-11-12,1.3836428852088989,1.01
2015-11-13,1.3843382945070113,1.01
2015-11-16,1.3850340533130043,1.01
2015-11-17,1.385730161802538,1.01
2015-11-18,1.3864266201513604,1.01
2015-11-19,1.387123428535309,1.01
2015-11-20,1.3878205871303084,1.01
2015-11-23,1.3885180961123726,1.01
2015-11-24,1.3892159556576038,1.01
2015-11-25,1.3899141659421925,1.01
2015-11-26,1.3906127271424178,1.01
2015-11-27,1.3913116394346476,1.01
2015-11-30,1.3920109029953383,1.01
2015-12-01,1.3926155601178916,0.96
2015-12-02,1.3932204798894192,0.96
2015-12-03,1.3938256624240097,0.96
2015-12-04,1.3944311078358014,0.96
2015-12-07,1.3950368162389817,0.96
2015-12-08,1.395642787747788,0.96
2015-12-09,1.3962490224765076,0.96
2015-12-10,1.3968555205394766,0.96
2015-12-11,1.3974622820510818,0.96
2015-12-14,1.3980693071257586,0.96
2015-12-15,1.3986765958779932,0.96
2015-12-16,1.3992841484223204,0.96
2015-12-17,1.399891964873326,0.96
2015-12-18,1.4005000453456447,0.96
2015-12-21,1.4011083899539607,0.96
2015-12-22,1.4017169988130094,0.96
2015-12-23,1.4023258720375744,0.96
2015-12-24,1.4029350097424902,0.96
2015-12-28,1.403544412042641,0.96
2015-12-29,1.4041540790529605,0.96
2015-12-30,1.4047640108884332,0.96
2015-12-31,1.4053742076640925,0.96
2016-01-04,1.4062612808353292,1.27
2016-01-05,1.4071489139277646,1.27
2016-01-06,1.4080371072948215,1.27
2016-01-07,1.4089258612901452,1.27
2016-01-08,1.4098151762676054,1.27
2016-01-11,1.410705052581294,1.27
2016-01-12,1.411595490585527,1.27
2016-01-13,1.4124864906348436,1.27
2016-01-14,1.4133780530840072,1.27
2016-01-15,1.414270178288005,1.27
2016-01-18,1.415162866602048,1.27
2016-01-19,1.4160561183815716,1.27
2016-01-20,1.4169499339822362,1.27
2016-01-21,1.4178443137599255,1.27
2016-01-22,1.4187392580707487,1.27
2016-01-25,1.4196347672710397,1.27
2016-01-26,1.4205308417173566,1.27
2016-01-27,1.4214274817664836,1.27
2016-01-28,1.4223246877754292,1.27
2016-01-29,1.4232224601014276,1.27
2016-02-01,1.4238298137123198,0.9
2016-02-02,1.42443742650856,0.9
2016-02-03,1.4250452986007545,0.9
2016-02-04,1.4256534300995563,0.9
2016-02-05,1.4262618211156664,0.9
2016-02-08,1.4268704717598326,0.9
2016-02-09,1.4274793821428495,0.9
2016-02-10,1.42808855237556,0.9
2016-02-11,1.4286979825688533,0.9
2016-02-12,1.4293076728336667,0.9
2016-02-15,1.4299176232809845,0.9
2016-02-16,1.4305278340218381,0.9
2016-02-17,1.431138305167307,0.9
2016-02-18,1.4317490368285173,0.9
2016-02-19,1.432360029116643,0.9
2016-02-22,1.4329712821429055,0.9
2016-02-23,1.4335827960185734,0.9
2016-02-24,1.4341945708549633,0.9
2016-02-25,1.4348066067634386,0.9
2016-02-26,1.4354189038554108,0.9
2016-02-29,1.436031462242339,0.9
2016-03-01,1.4362993871074818,0.43
2016-03-02,1.4365673619602017,0.43
2016-03-03,1.4368353868098251,0.43
2016-03-04,1.4371034616656797,0.43
2016-03-07,1.437371586537096,0.43
2016-03-08,1.437639761433405,0.43
2016-03-09,1.4379079863639401,0.43
2016-03-10,1.4381762613380364,0.43
2016-03-11,1.4384445863650306,0.43
2016-03-14,1.4387129614542613,0.43
2016-03-15,1.4389813866150687,0.43
2016-03-16,1.439249861856795,0.43
2016-03-17,1.4395183871887838,0.43
2016-03-18,1.4397869626203805,0.43
2016-03-21,1.4400555881609325,0.43
2016-03-22,1.440324263819789,0.43
2016-03-23,1.4405929896063003,0.43
2016-03-24,1.440861765529819,0.43
2016-03-25,1.4411305915996995,0.43
2016-03-28,1.4413994678252975,0.43
2016-03-29,1.441668394215971,0.43
2016-03-30,1.441937370781079,0.43
2016-03-31,1.4422063975299833,0.43
2016-04-01,1.4426450009802472,0.61
2016-04-04,1.4430837378184829,0.61
2016-04-05,1.4435226080852566,0.61
2016-04-06,1.4439616118211465,0.61
2016-04-07,1.4444007490667432,0.61
2016-04-08,1.4448400198626496,0.61
2016-04-11,1.445279424249481,0.61
2016-04-12,1.4457189622678652,0.61
2016-04-13,1.4461586339584418,0.61
2016-04-14,1.4465984393618636,0.61
2016-04-15,1.447038378518795,0.61
2016-04-18,1.4474784514699133,0.61
2016-04-19,1.4479186582559078,0.61
2016-04-20,1.4483589989174803,0.61
2016-04-22,1.448799473495345,0.61
2016-04-25,1.4492400820302287,0.61
2016-04-26,1.4496808245628703,0.61
2016-04-27,1.450121701134021,0.61
2016-04-28,1.4505627117844446,0.61
2016-04-29,1.4510038565549175,0.61
2016-05-02,1.4515163979082644,0.78
2016-05-03,1.4520291203077453,0.78
2016-05-04,1.4525420238173117,0.78
2016-05-05,1.4530551085009378,0.78
2016-05-06,1.4535683744226198,0.78
2016-05-09,1.4540818216463767,0.78
2016-05-10,1.4545954502362504,0.78
2016-05-11,1.4551092602563054,0.78
2016-05-12,1.4556232517706285,0.78
2016-05-13,1.4561374248433292,0.78
2016-05-16,1.45665177953854,0.78
2016-05-17,1.4571663159204162,0.78
2016-05-18,1.4576810340531345,0.78
2016-05-19,1.4581959340008959,0.78
2016-05-20,1.458711015827923,0.78
2016-05-23,1.4592262795984616,0.78
2016-05-24,1.4597417253767797,0.78
2016-05-25,1.4602573532271685,0.78
2016-05-26,1.460773163213942,0.78
2016-05-27,1.4612891554014364,0.78
2016-05-30,1.4618053298540108,0.78
2016-05-31,1.4623216866360471,0.78
2016-06-01,1.4625539409884087,0.35
2016-06-02,1.4627862322287444,0.35
2016-06-03,1.4630185603629124,0.35
2016-06-06,1.4632509253967731,0.35
2016-06-07,1.4634833273361865,0.35
2016-06-08,1.4637157661870144,0.35
2016-06-09,1.4639482419551193,0.35
2016-06-10,1.4641807546463645,0.35
2016-06-13,1.464413304266615,0.35
2016-06-14,1.464645890821735,0.35
2016-06-15,1.4648785143175915,0.35
2016-06-16,1.4651111747600514,0.35
2016-06-17,1.4653438721549825,0.35
2016-06-20,1.4655766065082545,0.35
2016-06-21,1.4658093778257364,0.35
2016-06-22,1.4660421861132997,0.35
2016-06-23,1.4662750313768163,0.35
2016-06-24,1.4665079136221586,0.35
2016-06-27,1.4667408328552003,0.35
2016-06-28,1.466973789081816,0.35
